	UMAP1	UMAP2
glyma_mappings/single/SRR3003138/abundance	5.800008	-22.543034
glyma_mappings/single/SRR1272342/abundance	3.267646	-6.8510165
glyma_mappings/single/SRR993925/abundance	-1.2779293	0.09028415
glyma_mappings/single/SRR993865/abundance	0.088750966	-0.66605794
glyma_mappings/single/SRR5655654/abundance	-6.7859135	0.3917533
glyma_mappings/single/SRR1840398/abundance	6.3487544	-22.050713
glyma_mappings/single/SRR1657466/abundance	3.7697425	-1.6043808
glyma_mappings/single/SRR7124327/abundance	8.981589	-15.745115
glyma_mappings/single/SRR5852826/abundance	5.393326	-4.239161
glyma_mappings/single/SRR392836/abundance	2.4349096	-24.695606
glyma_mappings/single/SRR4209805/abundance	3.6052816	-5.1084876
glyma_mappings/single/SRR5852807/abundance	1.8541126	-4.40469
glyma_mappings/single/SRR7124229/abundance	-4.794103	-0.01821699
glyma_mappings/single/SRR1451658/abundance	6.4335303	-22.751654
glyma_mappings/single/SRR648515/abundance	-0.37781522	-1.1217171
glyma_mappings/single/SRR6796768/abundance	6.656984	-20.141954
glyma_mappings/single/SRR4209766/abundance	3.0117655	-4.5868235
glyma_mappings/single/SRR5852816/abundance	6.1391783	-4.8624887
glyma_mappings/single/SRR942071/abundance	-1.397842	-0.26673797
glyma_mappings/single/SRR5655623/abundance	-8.25839	2.207064
glyma_mappings/single/SRR993801/abundance	-3.296092	0.32435173
glyma_mappings/single/SRR1284524/abundance	3.2529793	-7.0020123
glyma_mappings/single/SRR993789/abundance	-1.3157786	0.087115675
glyma_mappings/single/SRR7124404/abundance	4.8954945	-22.857973
glyma_mappings/single/SRR5888986/abundance	2.3244936	-2.778702
glyma_mappings/single/SRR1295516/abundance	4.38909	-24.295816
glyma_mappings/single/SRR4209781/abundance	3.5797486	-4.761624
glyma_mappings/single/SRR1272333/abundance	3.7510464	-8.00973
glyma_mappings/single/SRR993863/abundance	-2.8042214	1.0666816
glyma_mappings/single/SRR1506103/abundance	-4.819643	1.8133291
glyma_mappings/single/SRR7124350/abundance	8.992692	-16.808962
glyma_mappings/single/SRR391536/abundance	-2.7961369	0.30865407
glyma_mappings/single/SRR1298624/abundance	4.818612	-11.28057
glyma_mappings/single/SRR6796751/abundance	6.2488003	-21.333693
glyma_mappings/single/SRR993753/abundance	-2.086716	0.111842826
glyma_mappings/single/SRR7124226/abundance	-8.111275	2.3053527
glyma_mappings/single/SRR2045240/abundance	3.9994035	-24.427235
glyma_mappings/single/SRR993889/abundance	-2.8143663	0.8010101
glyma_mappings/single/SRR5655609/abundance	-7.439401	0.789224
glyma_mappings/single/SRR993917/abundance	-2.4524395	0.7718023
glyma_mappings/single/SRR1737980/abundance	1.7804438	-6.7614403
glyma_mappings/single/SRR1451628/abundance	6.106261	-22.476255
glyma_mappings/single/SRR7608185/abundance	9.377037	-21.51131
glyma_mappings/single/SRR8485489/abundance	3.118908	-1.3477992
glyma_mappings/single/SRR4209745/abundance	3.0320168	-4.8508825
glyma_mappings/single/SRR7608184/abundance	9.190867	-21.634874
glyma_mappings/single/SRR993888/abundance	-1.9687692	0.58201605
glyma_mappings/single/SRR7124313/abundance	8.980517	-16.683365
glyma_mappings/single/SRR1240704/abundance	2.7584991	-23.972448
glyma_mappings/single/SRR5481159/abundance	2.8260515	-8.588733
glyma_mappings/single/SRR993816/abundance	-1.1497744	0.32235137
glyma_mappings/single/SRR1657451/abundance	3.5393398	-1.6029034
glyma_mappings/single/SRR942069/abundance	-4.8758545	1.9733198
glyma_mappings/single/SRR8447155/abundance	6.3026195	-22.589142
glyma_mappings/single/SRR993916/abundance	-3.4651449	1.2638408
glyma_mappings/single/SRR1738000/abundance	1.9395698	-7.9448075
glyma_mappings/single/SRR7124410/abundance	3.739062	-23.828152
glyma_mappings/single/SRR5481140/abundance	6.449478	-8.857874
glyma_mappings/single/SRR1294483/abundance	2.5037394	-24.719168
glyma_mappings/single/SRR4448078/abundance	1.7484362	-1.4312043
glyma_mappings/single/SRR5946227/abundance	-0.69832706	-0.28549483
glyma_mappings/single/SRR7124254/abundance	-6.964028	2.1655436
glyma_mappings/single/SRR5260360/abundance	20.250145	1.2722167
glyma_mappings/single/SRR7124346/abundance	8.882121	-16.517847
glyma_mappings/single/SRR4209738/abundance	3.7606733	-5.202824
glyma_mappings/single/SRR1272346/abundance	3.722977	-8.052075
glyma_mappings/single/SRR2079643/abundance	-3.9398978	3.0332963
glyma_mappings/single/SRR5481158/abundance	2.915382	-8.547652
glyma_mappings/single/SRR7172330/abundance	2.9261794	-1.3032343
glyma_mappings/single/SRR7608176/abundance	8.525972	-22.292997
glyma_mappings/single/SRR5852842/abundance	1.9121877	-1.1267958
glyma_mappings/single/SRR5906387/abundance	1.9191996	-6.261266
glyma_mappings/single/SRR7124366/abundance	8.93333	-16.601196
glyma_mappings/single/SRR5352369/abundance	5.4590797	-4.517326
glyma_mappings/single/SRR5655637/abundance	-6.426926	0.13264999
glyma_mappings/single/SRR1451609/abundance	6.1679153	-21.799683
glyma_mappings/single/SRR5481136/abundance	2.5774736	-8.619148
glyma_mappings/single/SRR5947135/abundance	-1.7088684	-0.32145917
glyma_mappings/single/SRR1451617/abundance	5.9077344	-22.789782
glyma_mappings/single/DRR029574/abundance	1.4101461	-2.725744
glyma_mappings/single/SRR5886558/abundance	5.338738	-22.027046
glyma_mappings/single/SRR5481142/abundance	6.6546106	-8.99669
glyma_mappings/single/SRR6796759/abundance	6.6940575	-20.611666
glyma_mappings/single/SRR5886552/abundance	5.3974266	-22.51432
glyma_mappings/single/SRR648501/abundance	-0.35210553	-0.6429441
glyma_mappings/single/SRR7124344/abundance	8.848783	-16.315048
glyma_mappings/single/SRR7124325/abundance	9.021047	-16.024473
glyma_mappings/single/SRR3566478/abundance	-0.01689511	-1.4344553
glyma_mappings/single/SRR7124342/abundance	8.990655	-16.394533
glyma_mappings/single/SRR7172331/abundance	3.2826545	-1.340271
glyma_mappings/single/SRR5352352/abundance	5.3645086	-4.3891177
glyma_mappings/single/SRR1294478/abundance	3.931604	-24.587492
glyma_mappings/single/SRR827693/abundance	4.4518404	-9.274089
glyma_mappings/single/SRR7124355/abundance	8.621177	-16.47239
glyma_mappings/single/SRR891292/abundance	1.7404703	-2.8729312
glyma_mappings/single/SRR5886554/abundance	5.2914815	-21.60888
glyma_mappings/single/SRR7608167/abundance	9.267827	-21.561829
glyma_mappings/single/SRR993851/abundance	-2.6036322	-0.6177451
glyma_mappings/single/SRR1738014/abundance	1.555779	-7.1364985
glyma_mappings/single/SRR5852813/abundance	6.0407104	-4.5011744
glyma_mappings/single/SRR5481125/abundance	4.962	-6.6175323
glyma_mappings/single/SRR5481147/abundance	6.65024	-9.187058
glyma_mappings/single/SRR620389/abundance	-3.697083	0.37114957
glyma_mappings/single/SRR827696/abundance	4.749889	-11.028263
glyma_mappings/single/SRR7130647/abundance	5.793812	-22.373365
glyma_mappings/single/SRR827669/abundance	4.7019696	-11.927922
glyma_mappings/single/SRR1740425/abundance	3.4491615	-1.535706
glyma_mappings/single/SRR4209778/abundance	3.1954987	-4.8214793
glyma_mappings/single/SRR1451631/abundance	6.5316343	-22.42831
glyma_mappings/single/SRR827698/abundance	4.3885894	-8.885321
glyma_mappings/single/SRR993892/abundance	-2.1268954	0.13837895
glyma_mappings/single/SRR7124311/abundance	8.865189	-16.06802
glyma_mappings/single/SRR993818/abundance	-2.7554762	0.90002644
glyma_mappings/single/SRR993884/abundance	-2.790474	0.15235814
glyma_mappings/single/SRR1284510/abundance	3.2818878	-6.903942
glyma_mappings/single/SRR1294487/abundance	4.677658	-24.251373
glyma_mappings/single/SRR1451681/abundance	-5.1690555	1.2173315
glyma_mappings/single/SRR3566482/abundance	-0.051991433	-1.5865866
glyma_mappings/single/SRR7124223/abundance	-6.18435	0.02085374
glyma_mappings/single/SRR2937360/abundance	1.8356873	-2.6783166
glyma_mappings/single/SRR1451627/abundance	6.224937	-22.62399
glyma_mappings/single/SRR5852847/abundance	6.338063	-4.83359
glyma_mappings/single/SRR5852790/abundance	1.764443	-2.0919738
glyma_mappings/single/SRR1298679/abundance	4.5030704	-9.540682
glyma_mappings/single/SRR2045378/abundance	4.493616	-24.331053
glyma_mappings/single/SRR1272385/abundance	3.44082	-7.258753
glyma_mappings/single/SRR827668/abundance	4.5784326	-11.438727
glyma_mappings/single/SRR1737983/abundance	1.6148669	-7.3743
glyma_mappings/single/SRR993833/abundance	-3.878012	-0.50342625
glyma_mappings/single/SRR1738010/abundance	2.2666883	-6.1305943
glyma_mappings/single/SRR2045233/abundance	2.3760593	-24.781042
glyma_mappings/single/SRR5352368/abundance	5.0903373	-4.294131
glyma_mappings/single/SRR5852812/abundance	5.441659	-4.358053
glyma_mappings/single/SRR7124407/abundance	4.7431946	-23.01046
glyma_mappings/single/SRR639177/abundance	2.9485264	-6.8624606
glyma_mappings/single/SRR1296611/abundance	3.137868	-24.78875
glyma_mappings/single/SRR8485478/abundance	2.6322348	-1.6803492
glyma_mappings/single/SRR4209783/abundance	3.5858018	-5.045179
glyma_mappings/single/SRR1240708/abundance	2.9645786	-23.43567
glyma_mappings/single/SRR648505/abundance	-0.53807163	-0.5345013
glyma_mappings/single/SRR7124409/abundance	3.715818	-23.750597
glyma_mappings/single/SRR5481110/abundance	4.3001685	-7.3855476
glyma_mappings/single/SRR4209751/abundance	3.298776	-4.964064
glyma_mappings/single/SRR993899/abundance	-2.969806	0.7810141
glyma_mappings/single/SRR1562165/abundance	-1.6071733	0.5492963
glyma_mappings/single/SRR827653/abundance	4.4292064	-9.827392
glyma_mappings/single/SRR5481176/abundance	1.9767342	-9.1171255
glyma_mappings/single/SRR1564160/abundance	1.4912469	-1.4045554
glyma_mappings/single/SRR7124333/abundance	9.098631	-16.004566
glyma_mappings/single/SRR5481166/abundance	2.333535	-8.527148
glyma_mappings/single/SRR620388/abundance	-3.1537309	0.3078332
glyma_mappings/single/SRR1294477/abundance	3.6380076	-24.798155
glyma_mappings/single/SRR1451672/abundance	5.1079493	-23.50751
glyma_mappings/single/SRR639176/abundance	2.3300817	-5.857598
glyma_mappings/single/SRR848921/abundance	1.9038411	-5.271347
glyma_mappings/single/SRR827692/abundance	4.284696	-11.677323
glyma_mappings/single/SRR5655619/abundance	-6.1612763	0.17702395
glyma_mappings/single/SRR6796763/abundance	6.3853035	-19.543097
glyma_mappings/single/SRR8485493/abundance	2.4595098	-1.3079257
glyma_mappings/single/SRR620384/abundance	-2.5118237	1.0081625
glyma_mappings/single/SRR7124251/abundance	-6.4247766	0.43832096
glyma_mappings/single/SRR7124212/abundance	-6.1591477	0.32128903
glyma_mappings/single/SRR827673/abundance	4.972688	-10.902375
glyma_mappings/single/SRR7124398/abundance	3.465713	-24.15919
glyma_mappings/single/SRR1451648/abundance	6.9886885	-22.08439
glyma_mappings/single/SRR1506101/abundance	-4.7770557	1.2958896
glyma_mappings/single/SRR1555243/abundance	2.0235748	-1.6700178
glyma_mappings/single/SRR7124378/abundance	4.640839	-23.91575
glyma_mappings/single/SRR4209782/abundance	3.543986	-5.0787997
glyma_mappings/single/SRR993776/abundance	-1.6966633	0.0014029604
glyma_mappings/single/SRR7124356/abundance	8.768472	-16.35435
glyma_mappings/single/SRR827674/abundance	4.9142685	-10.326304
glyma_mappings/single/SRR1298654/abundance	4.1828427	-9.411412
glyma_mappings/single/SRR6796727/abundance	6.5041113	-20.045385
glyma_mappings/single/SRR1240702/abundance	3.085394	-23.224321
glyma_mappings/single/SRR1840402/abundance	6.607117	-21.270548
glyma_mappings/single/SRR620376/abundance	3.6003916	-1.718431
glyma_mappings/single/SRR993880/abundance	-3.193675	0.689399
glyma_mappings/single/SRR5947146/abundance	-1.3513919	-0.15608913
glyma_mappings/single/SRR7124365/abundance	8.919439	-16.591768
glyma_mappings/single/SRR4209771/abundance	2.2011282	-4.486179
glyma_mappings/single/SRR639166/abundance	1.4946871	-4.2252283
glyma_mappings/single/SRR5655625/abundance	-7.210025	0.5777118
glyma_mappings/single/SRR7124373/abundance	3.4921112	-24.200792
glyma_mappings/single/SRR1296601/abundance	3.1697288	-24.913614
glyma_mappings/single/SRR1451612/abundance	6.5642014	-21.85226
glyma_mappings/single/SRR4209743/abundance	3.0078812	-4.9570403
glyma_mappings/single/SRR1295528/abundance	3.1020153	-24.9641
glyma_mappings/single/SRR7124381/abundance	3.3132062	-24.068592
glyma_mappings/single/SRR1657464/abundance	3.5793698	-1.2654492
glyma_mappings/single/SRR5655643/abundance	-7.8226085	1.3931686
glyma_mappings/single/SRR993760/abundance	-2.7336247	0.48621613
glyma_mappings/single/SRR827665/abundance	4.579536	-11.63813
glyma_mappings/single/SRR1451654/abundance	6.752743	-21.814331
glyma_mappings/single/SRR5852823/abundance	1.7934519	-1.065612
glyma_mappings/single/SRR5639240/abundance	1.9401499	-0.28731063
glyma_mappings/single/SRR1284523/abundance	3.3975987	-7.266777
glyma_mappings/single/SRR5655640/abundance	-8.20208	2.0085957
glyma_mappings/single/SRR2045371/abundance	3.1039093	-24.86306
glyma_mappings/single/SRR1298677/abundance	4.4404745	-11.078918
glyma_mappings/single/SRR1168183/abundance	1.803799	-1.8083272
glyma_mappings/single/SRR993923/abundance	-3.510182	-0.5253793
glyma_mappings/single/SRR4209807/abundance	2.8758726	-4.6029315
glyma_mappings/single/SRR1168180/abundance	1.5528455	-1.528186
glyma_mappings/single/SRR7608188/abundance	8.848097	-22.138992
glyma_mappings/single/SRR2079653/abundance	-0.06732035	-0.84424293
glyma_mappings/single/SRR7124221/abundance	-7.3486047	0.8381187
glyma_mappings/single/SRR827654/abundance	4.6313505	-10.564412
glyma_mappings/single/SRR1737986/abundance	1.9210578	-6.5594883
glyma_mappings/single/SRR993771/abundance	-1.69158	-0.17627744
glyma_mappings/single/SRR1284543/abundance	2.9792743	-6.983444
glyma_mappings/single/SRR4209749/abundance	3.170758	-5.0264206
glyma_mappings/single/SRR7124263/abundance	-5.1781993	0.08804346
glyma_mappings/single/SRR4209774/abundance	3.049557	-4.5557923
glyma_mappings/single/SRR5886561/abundance	5.2429233	-22.657763
glyma_mappings/single/SRR1298648/abundance	4.4291863	-8.981657
glyma_mappings/single/SRR1272365/abundance	3.5627515	-7.719599
glyma_mappings/single/SRR1451667/abundance	-1.5919552	-3.6533597
glyma_mappings/single/SRR648497/abundance	-1.0163904	-0.43825185
glyma_mappings/single/SRR1657468/abundance	4.4572043	-1.7741929
glyma_mappings/single/SRR5481112/abundance	4.6029406	-7.182621
glyma_mappings/single/SRR5639251/abundance	2.0699685	-8.123153
glyma_mappings/single/SRR993861/abundance	-2.4303846	0.8614533
glyma_mappings/single/SRR7124406/abundance	4.400659	-23.595049
glyma_mappings/single/SRR1298674/abundance	4.4052124	-10.818014
glyma_mappings/single/SRR5569808/abundance	-1.0005621	-0.112518586
glyma_mappings/single/SRR4209800/abundance	2.3731236	-4.249508
glyma_mappings/single/SRR993844/abundance	-3.721256	1.2404063
glyma_mappings/single/SRR3003130/abundance	-1.0508265	-13.537808
glyma_mappings/single/SRR827664/abundance	4.509089	-11.617351
glyma_mappings/single/SRR7130642/abundance	5.262789	-22.094473
glyma_mappings/single/SRR5852845/abundance	5.6621337	-4.2614074
glyma_mappings/single/SRR7608175/abundance	9.275336	-21.64504
glyma_mappings/single/SRR993830/abundance	-1.0496616	0.012647428
glyma_mappings/single/SRR6796752/abundance	6.488534	-20.666483
glyma_mappings/single/SRR1753104/abundance	4.841783	-23.774963
glyma_mappings/single/SRR5655629/abundance	-6.153233	0.18035628
glyma_mappings/single/SRR5481103/abundance	6.037372	-6.0436587
glyma_mappings/single/SRR993786/abundance	-3.5418825	0.600541
glyma_mappings/single/SRR5481162/abundance	2.2455432	-8.638076
glyma_mappings/single/SRR7124245/abundance	-7.528576	1.2738411
glyma_mappings/single/SRR993903/abundance	-2.574953	-0.22911112
glyma_mappings/single/SRR391535/abundance	-2.6824243	0.024754133
glyma_mappings/single/SRR7608196/abundance	9.347109	-21.670345
glyma_mappings/single/SRR1272348/abundance	3.689444	-7.4083996
glyma_mappings/single/SRR7124331/abundance	8.871354	-16.429264
glyma_mappings/single/SRR2079646/abundance	-5.2839713	1.8503238
glyma_mappings/single/SRR7124348/abundance	9.073879	-16.078703
glyma_mappings/single/SRR5481126/abundance	4.9321394	-6.609754
glyma_mappings/single/SRR5481119/abundance	4.255444	-7.385151
glyma_mappings/single/SRR1298627/abundance	5.0678434	-11.122769
glyma_mappings/single/SRR7608172/abundance	5.056757	-23.300797
glyma_mappings/single/SRR6796750/abundance	6.302152	-21.539604
glyma_mappings/single/SRR1298664/abundance	4.675728	-11.92846
glyma_mappings/single/SRR4209789/abundance	3.5037124	-4.610253
glyma_mappings/single/SRR5852820/abundance	1.6489519	-1.9650474
glyma_mappings/single/SRR5481174/abundance	2.140135	-8.993779
glyma_mappings/single/SRR8485487/abundance	2.351289	-1.8584195
glyma_mappings/single/SRR1298657/abundance	4.5772567	-11.736626
glyma_mappings/single/SRR5852797/abundance	5.3501186	-4.319789
glyma_mappings/single/SRR5947143/abundance	-3.03086	1.2499589
glyma_mappings/single/SRR1555241/abundance	2.1971536	-1.1693308
glyma_mappings/single/SRR1451660/abundance	6.7370543	-22.120642
glyma_mappings/single/SRR891247/abundance	1.7318472	-4.0446463
glyma_mappings/single/SRR1298658/abundance	4.884282	-11.762962
glyma_mappings/single/SRR5244040/abundance	0.1071637	0.037807096
glyma_mappings/single/SRR1737997/abundance	1.7049679	-7.2962413
glyma_mappings/single/SRR7130639/abundance	5.309074	-22.77671
glyma_mappings/single/SRR1451669/abundance	-1.8956994	-3.0838184
glyma_mappings/single/SRR942073/abundance	-4.007717	1.3152306
glyma_mappings/single/SRR5655607/abundance	-7.5937023	1.0357803
glyma_mappings/single/SRR1451680/abundance	-5.0860686	1.5582565
glyma_mappings/single/SRR5886560/abundance	4.994274	-23.064646
glyma_mappings/single/SRR1272371/abundance	4.003681	-8.618848
glyma_mappings/single/SRR445529/abundance	-6.430127	2.4998717
glyma_mappings/single/SRR3003134/abundance	5.8879614	-23.081516
glyma_mappings/single/SRR648500/abundance	0.16195753	-0.96711713
glyma_mappings/single/SRR993780/abundance	-2.2581606	-0.008547294
glyma_mappings/single/SRR1298629/abundance	4.9181585	-10.650803
glyma_mappings/single/SRR6246483/abundance	5.6554227	-22.50505
glyma_mappings/single/SRR8659973/abundance	0.4074827	-0.7773082
glyma_mappings/single/SRR1555234/abundance	1.4691718	-1.920751
glyma_mappings/single/SRR923892/abundance	1.5667136	-1.8879973
glyma_mappings/single/SRR4209773/abundance	3.2866032	-4.664488
glyma_mappings/single/SRR5579277/abundance	2.7097385	-6.6122413
glyma_mappings/single/SRR993924/abundance	-1.7755405	0.56820154
glyma_mappings/single/SRR5655652/abundance	-7.426518	3.2645154
glyma_mappings/single/SRR993832/abundance	-2.3180912	-0.698425
glyma_mappings/single/SRR993850/abundance	-2.9216435	-0.70768976
glyma_mappings/single/SRR1451663/abundance	6.4135633	-22.77583
glyma_mappings/single/SRR5481165/abundance	2.2174191	-8.676231
glyma_mappings/single/SRR7124230/abundance	-7.7609196	1.6923171
glyma_mappings/single/SRR1284535/abundance	3.4289246	-7.4612117
glyma_mappings/single/SRR1737987/abundance	1.8711064	-7.838955
glyma_mappings/single/SRR4209788/abundance	3.329046	-4.8399606
glyma_mappings/single/ERR1956911/abundance	1.6091045	-5.3549275
glyma_mappings/single/SRR993876/abundance	-3.5881007	-0.24586603
glyma_mappings/single/SRR5352357/abundance	6.798406	-4.8722296
glyma_mappings/single/SRR1737985/abundance	1.62332	-7.663615
glyma_mappings/single/SRR3090715/abundance	6.8263683	-22.494404
glyma_mappings/single/SRR1840406/abundance	6.5386944	-21.390211
glyma_mappings/single/SRR993859/abundance	-2.6611369	-0.5951621
glyma_mappings/single/SRR4095538/abundance	2.4852962	-1.9667726
glyma_mappings/single/SRR7124261/abundance	-7.7737675	2.574356
glyma_mappings/single/SRR5886567/abundance	5.2490673	-21.380566
glyma_mappings/single/SRR7608166/abundance	8.83841	-22.087769
glyma_mappings/single/SRR7124387/abundance	3.8071299	-23.841845
glyma_mappings/single/SRR1298653/abundance	4.422147	-11.274546
glyma_mappings/single/SRR1737998/abundance	1.6963192	-7.4664717
glyma_mappings/single/SRR5352356/abundance	6.418975	-4.7336607
glyma_mappings/single/SRR5481181/abundance	1.9522381	-9.256595
glyma_mappings/single/SRR1840403/abundance	6.550449	-21.294264
glyma_mappings/single/SRR3090718/abundance	-6.84638	2.7704728
glyma_mappings/single/SRR4209775/abundance	3.2976809	-4.726561
glyma_mappings/single/SRR7608194/abundance	8.910035	-21.99939
glyma_mappings/single/SRR5946223/abundance	-1.6361452	-0.35120264
glyma_mappings/single/SRR1657440/abundance	0.73238325	-2.2256389
glyma_mappings/single/SRR1298605/abundance	4.915086	-11.115789
glyma_mappings/single/SRR6246486/abundance	5.476536	-23.002672
glyma_mappings/single/SRR827657/abundance	4.5945554	-9.295769
glyma_mappings/single/SRR1740427/abundance	3.1335466	-1.315713
glyma_mappings/single/SRR5957118/abundance	-1.4088482	-0.6444876
glyma_mappings/single/SRR5886551/abundance	5.340538	-22.560957
glyma_mappings/single/SRR648508/abundance	0.35434636	-0.9323417
glyma_mappings/single/SRR1298640/abundance	4.594924	-10.205709
glyma_mappings/single/SRR5639249/abundance	2.0824106	-8.699144
glyma_mappings/single/SRR993858/abundance	-3.8355806	-0.55093807
glyma_mappings/single/SRR5888987/abundance	2.2862062	-2.8078818
glyma_mappings/single/SRR6796865/abundance	6.5658045	-19.7344
glyma_mappings/single/SRR1292926/abundance	4.2076106	-24.348867
glyma_mappings/single/SRR639165/abundance	2.1063118	-5.6371875
glyma_mappings/single/SRR7172323/abundance	4.8317904	-2.2459948
glyma_mappings/single/SRR5852809/abundance	2.037318	-5.2044287
glyma_mappings/single/SRR993904/abundance	-3.2584326	-0.31098065
glyma_mappings/single/SRR993821/abundance	-0.5613445	-0.4398775
glyma_mappings/single/SRR1295522/abundance	4.829403	-24.032305
glyma_mappings/single/SRR7124395/abundance	4.3302307	-24.0813
glyma_mappings/single/SRR5238826/abundance	4.9116564	-1.7714206
glyma_mappings/single/SRR5481138/abundance	6.756706	-8.951494
glyma_mappings/single/SRR1657450/abundance	0.769896	-1.9796884
glyma_mappings/single/SRR4209739/abundance	3.606286	-4.982489
glyma_mappings/single/SRR1298665/abundance	4.678099	-10.406444
glyma_mappings/single/ERR1956922/abundance	1.6520208	-4.8946624
glyma_mappings/single/SRR5481193/abundance	2.4693422	-8.775208
glyma_mappings/single/SRR1657444/abundance	3.8024435	-1.6591957
glyma_mappings/single/SRR1740424/abundance	2.2293315	0.24733399
glyma_mappings/single/SRR1451661/abundance	4.7277703	-23.826237
glyma_mappings/single/SRR1451615/abundance	6.6381555	-22.064718
glyma_mappings/single/SRR5569796/abundance	-0.9680159	-0.37701374
glyma_mappings/single/SRR1451678/abundance	-5.1158733	1.4882338
glyma_mappings/single/SRR993770/abundance	-3.3146708	0.81529653
glyma_mappings/single/SRR993921/abundance	-3.787219	-0.3920263
glyma_mappings/single/SRR942074/abundance	-3.051455	0.93405294
glyma_mappings/single/SRR1298673/abundance	4.3292017	-10.869768
glyma_mappings/single/SRR955406/abundance	3.505686	-7.3500714
glyma_mappings/single/SRR993920/abundance	-2.444163	0.036501925
glyma_mappings/single/SRR4209791/abundance	3.3869236	-4.997774
glyma_mappings/single/SRR7124396/abundance	6.317258	-22.789692
glyma_mappings/single/SRR7608200/abundance	9.420478	-21.527843
glyma_mappings/single/SRR5886570/abundance	5.3075395	-22.313627
glyma_mappings/single/SRR8485477/abundance	2.2810047	-1.8889619
glyma_mappings/single/SRR7172336/abundance	4.9006667	-2.231368
glyma_mappings/single/SRR993835/abundance	-2.8006134	1.1709781
glyma_mappings/single/SRR923884/abundance	2.2043512	-4.90876
glyma_mappings/single/SRR4842215/abundance	1.0033674	-1.5168334
glyma_mappings/single/SRR4842216/abundance	-3.2405007	1.0241032
glyma_mappings/single/SRR5886563/abundance	5.245343	-21.80499
glyma_mappings/single/SRR1268092/abundance	1.8042649	-4.803654
glyma_mappings/single/SRR6796772/abundance	6.764851	-19.821913
glyma_mappings/single/SRR1657469/abundance	4.209813	-1.4923391
glyma_mappings/single/SRR4842220/abundance	-6.718192	2.1078548
glyma_mappings/single/SRR4209793/abundance	3.5822728	-5.0587316
glyma_mappings/single/SRR1451630/abundance	6.638141	-21.883615
glyma_mappings/single/SRR3566480/abundance	-4.70685	2.9609008
glyma_mappings/single/SRR2045234/abundance	3.023753	-24.82268
glyma_mappings/single/SRR1295526/abundance	4.759015	-24.268105
glyma_mappings/single/SRR5852841/abundance	2.0379102	-0.9595787
glyma_mappings/single/SRR5639237/abundance	1.531595	-0.44619638
glyma_mappings/single/SRR7124234/abundance	-7.9920177	2.2623334
glyma_mappings/single/SRR7124400/abundance	5.3446474	-23.123648
glyma_mappings/single/SRR620382/abundance	0.53170866	0.17113043
glyma_mappings/single/SRR5852818/abundance	6.158664	-4.8234606
glyma_mappings/single/SRR5481195/abundance	2.186309	-8.723598
glyma_mappings/single/SRR993839/abundance	-1.1750143	0.23800041
glyma_mappings/single/SRR2040137/abundance	3.88514	-24.550276
glyma_mappings/single/SRR7172321/abundance	4.342385	-1.7434831
glyma_mappings/single/SRR827688/abundance	4.60846	-10.3149805
glyma_mappings/single/SRR7124246/abundance	-7.2316866	0.99523556
glyma_mappings/single/SRR7124380/abundance	4.645572	-22.907486
glyma_mappings/single/SRR1298625/abundance	4.409565	-10.812557
glyma_mappings/single/SRR2079648/abundance	-5.655829	2.3807454
glyma_mappings/single/SRR5852796/abundance	5.3791385	-4.4097476
glyma_mappings/single/SRR993767/abundance	-3.1786876	0.40102002
glyma_mappings/single/SRR6796730/abundance	6.8439126	-20.13649
glyma_mappings/single/SRR5481122/abundance	5.1531153	-6.717881
glyma_mappings/single/SRR5481175/abundance	2.034396	-8.933051
glyma_mappings/single/SRR993813/abundance	-3.284164	-0.6578869
glyma_mappings/single/SRR5569806/abundance	-0.7029864	-0.35825834
glyma_mappings/single/SRR5352373/abundance	6.1342463	-4.817227
glyma_mappings/single/SRR7124376/abundance	4.569137	-23.295837
glyma_mappings/single/SRR993829/abundance	-1.0440549	-0.20592208
glyma_mappings/single/SRR5655630/abundance	-7.9989405	1.5525773
glyma_mappings/single/SRR1738009/abundance	2.0174162	-7.9901743
glyma_mappings/single/SRR3003132/abundance	1.8464109	-5.1100903
glyma_mappings/single/SRR7124315/abundance	8.695139	-16.612354
glyma_mappings/single/SRR5481161/abundance	2.448175	-8.608846
glyma_mappings/single/SRR827655/abundance	4.2658944	-8.7078495
glyma_mappings/single/SRR7124222/abundance	-6.652459	0.2301905
glyma_mappings/single/SRR1296599/abundance	4.610121	-24.29063
glyma_mappings/single/SRR1292924/abundance	2.7377334	-24.770597
glyma_mappings/paired/SRR5466715/abundance	-5.080142	1.6919253
glyma_mappings/paired/SRR1752764/abundance	1.2454224	-2.819365
glyma_mappings/paired/SRR6479023/abundance	0.09057875	-2.647303
glyma_mappings/paired/SRR5655599/abundance	-6.33525	1.765433
glyma_mappings/paired/SRR7124308/abundance	-1.672126	0.32496318
glyma_mappings/paired/SRR1752076/abundance	0.7647786	-2.762516
glyma_mappings/paired/DRR155012/abundance	-1.7872722	-1.3498546
glyma_mappings/paired/SRR925841/abundance	1.0282265	-2.1179361
glyma_mappings/paired/SRR6669453/abundance	-6.151134	1.5987997
glyma_mappings/paired/SRR6669470/abundance	3.1488903	-2.4049094
glyma_mappings/paired/SRR6376243/abundance	-3.5435653	-0.23642936
glyma_mappings/paired/SRR2545901/abundance	1.710748	-3.669578
glyma_mappings/paired/SRR6479006/abundance	19.798403	1.6352197
glyma_mappings/paired/SRR7957432/abundance	3.007679	-1.7692623
