	UMAP1	UMAP2
poptr_mappings/paired/SRR7170204/abundance	-4.1047397	-18.073032
poptr_mappings/paired/SRR073158/abundance	-4.2724543	-13.535931
poptr_mappings/paired/ERR1864418/abundance	-6.4458117	-4.0632267
poptr_mappings/paired/SRR7169027/abundance	-4.1777315	-18.068354
poptr_mappings/paired/SRR7170121/abundance	-3.6275952	-17.69528
poptr_mappings/paired/SRR7169613/abundance	-5.942	-16.174105
poptr_mappings/paired/SRR7172075/abundance	-2.8188791	-5.2614193
poptr_mappings/paired/SRR7170691/abundance	-9.332087	-4.9692726
poptr_mappings/paired/SRR073163/abundance	-4.0508704	-12.9368
poptr_mappings/paired/SRR7169998/abundance	-5.156846	-15.69208
poptr_mappings/paired/SRR7168877/abundance	-6.979754	-2.6897745
poptr_mappings/paired/SRR7171427/abundance	-3.1031015	-4.992888
poptr_mappings/paired/SRR7171064/abundance	-10.504139	-4.4511905
poptr_mappings/paired/SRR7171893/abundance	-3.2501302	-3.184366
poptr_mappings/paired/SRR7172640/abundance	-2.453023	-4.108427
poptr_mappings/paired/SRR7169594/abundance	-3.159578	-16.62848
poptr_mappings/paired/SRR7170015/abundance	-4.86346	-14.802061
poptr_mappings/paired/SRR7166121/abundance	-2.267645	-4.8765817
poptr_mappings/paired/SRR7169979/abundance	-5.4415855	-14.722481
poptr_mappings/paired/SRR4237634/abundance	-5.2566442	-15.302567
poptr_mappings/paired/SRR7472089/abundance	-3.0140371	-5.4449716
poptr_mappings/paired/SRR7172496/abundance	-9.344916	-2.4722102
poptr_mappings/paired/SRR7169741/abundance	-4.00363	-15.038802
poptr_mappings/paired/SRR7166129/abundance	-2.0147035	-5.289003
poptr_mappings/paired/SRR7169111/abundance	-4.4933443	-16.41474
poptr_mappings/paired/SRR7170507/abundance	-7.718563	-3.6152778
poptr_mappings/paired/SRR7180115/abundance	-1.8688736	-3.971583
poptr_mappings/paired/SRR7166148/abundance	-1.0527232	-6.797704
poptr_mappings/paired/SRR7170007/abundance	-4.2987676	-16.173552
poptr_mappings/paired/SRR7169897/abundance	-3.3172464	-17.825975
poptr_mappings/paired/SRR7168960/abundance	-5.192553	-18.527975
poptr_mappings/paired/SRR7171857/abundance	-1.9504988	-5.8779855
poptr_mappings/paired/SRR7169912/abundance	-3.3622565	-17.306656
poptr_mappings/paired/SRR7170505/abundance	-8.713648	-4.422269
poptr_mappings/paired/SRR7172634/abundance	-1.2158804	-5.4708223
poptr_mappings/paired/SRR7171867/abundance	-3.275184	-3.8994112
poptr_mappings/paired/SRR7172642/abundance	-2.2743204	-5.588962
poptr_mappings/paired/SRR4237658/abundance	-3.006488	-13.776382
poptr_mappings/paired/SRR7169800/abundance	-6.523798	-16.59813
poptr_mappings/paired/SRR7171908/abundance	-4.022083	-3.3563745
poptr_mappings/paired/SRR7171478/abundance	-2.8921971	-3.8852477
poptr_mappings/paired/SRR7230787/abundance	-7.9049563	-2.3665974
poptr_mappings/paired/SRR7166165/abundance	-2.4040182	-3.8832107
poptr_mappings/paired/ERR1864488/abundance	0.22397032	2.6291697
poptr_mappings/paired/SRR4237617/abundance	-3.2618709	-13.673266
poptr_mappings/paired/SRR7170518/abundance	-9.226684	-4.5723166
poptr_mappings/paired/SRR7171121/abundance	-11.042126	-4.0392547
poptr_mappings/paired/SRR7030806/abundance	-5.920663	-1.8867786
poptr_mappings/paired/SRR7166170/abundance	-3.310091	-5.229574
poptr_mappings/paired/SRR7169550/abundance	-5.003359	-17.023981
poptr_mappings/paired/SRR7171097/abundance	-9.023084	-3.073341
poptr_mappings/paired/ERR1864491/abundance	-3.529609	-9.968907
poptr_mappings/paired/SRR7170119/abundance	-4.489159	-18.245949
poptr_mappings/paired/SRR7168986/abundance	-6.0802484	-16.402882
poptr_mappings/paired/SRR7169056/abundance	-5.4031053	-15.476095
poptr_mappings/paired/SRR7170877/abundance	-10.099044	-4.441205
poptr_mappings/paired/SRR7169074/abundance	-5.762415	-15.40607
poptr_mappings/paired/SRR7169903/abundance	-3.2188132	-17.60288
poptr_mappings/paired/SRR7171094/abundance	-7.3068395	-2.5835795
poptr_mappings/paired/SRR7169053/abundance	-4.382056	-15.423028
poptr_mappings/paired/SRR7169826/abundance	-6.1070004	-17.659569
poptr_mappings/paired/SRR7169905/abundance	-4.786911	-17.257658
poptr_mappings/paired/SRR7170640/abundance	-12.419845	-3.6595032
poptr_mappings/paired/SRR1799540/abundance	-3.2184818	-13.175466
poptr_mappings/paired/SRR7172483/abundance	-8.169837	-3.945493
poptr_mappings/paired/SRR7171925/abundance	-2.6608047	-3.535584
poptr_mappings/paired/SRR7170503/abundance	-8.179866	-4.1397247
poptr_mappings/paired/SRR7170160/abundance	-2.7690442	-17.058813
poptr_mappings/paired/SRR7168994/abundance	-6.000336	-17.440826
poptr_mappings/paired/SRR7170193/abundance	-5.5877876	-18.477396
poptr_mappings/paired/SRR1799529/abundance	-3.6563766	-11.549576
poptr_mappings/paired/SRR7169813/abundance	-4.4304233	-17.329412
poptr_mappings/paired/SRR7171919/abundance	-3.1433105	-3.7965803
poptr_mappings/paired/SRR7170612/abundance	-12.263555	-3.5595856
poptr_mappings/paired/SRR1799530/abundance	-3.0997689	-14.170444
poptr_mappings/paired/SRR7170142/abundance	-4.500842	-14.113035
poptr_mappings/paired/SRR5683094/abundance	-4.224612	-2.3336167
poptr_mappings/paired/SRR7168962/abundance	-5.743529	-15.228352
poptr_mappings/paired/SRR7169887/abundance	-3.5427346	-18.069937
poptr_mappings/paired/SRR7171059/abundance	-9.027504	-3.9788067
poptr_mappings/paired/SRR4237614/abundance	-3.306791	-14.209863
poptr_mappings/paired/SRR7169011/abundance	-5.4175463	-16.762089
poptr_mappings/paired/SRR7172124/abundance	-3.48219	-4.1156487
poptr_mappings/paired/SRR8424224/abundance	-7.2775946	-2.164431
poptr_mappings/paired/SRR7172459/abundance	-8.927841	-2.7776964
poptr_mappings/paired/SRR4237657/abundance	-3.1773014	-13.2417
poptr_mappings/paired/SRR7169090/abundance	-4.6015863	-13.943111
poptr_mappings/paired/SRR7166140/abundance	-0.7756143	-6.4876604
poptr_mappings/paired/SRR7180065/abundance	-1.2974287	-6.215261
poptr_mappings/paired/SRR7168897/abundance	-7.714643	-2.2329571
poptr_mappings/paired/ERR1864436/abundance	-8.304023	-4.2423987
poptr_mappings/paired/SRR7180084/abundance	-3.7832139	-5.3574786
poptr_mappings/paired/SRR7169972/abundance	-5.3099375	-16.185263
poptr_mappings/paired/SRR7166208/abundance	-2.6796093	-4.2394223
poptr_mappings/paired/SRR7180123/abundance	-2.2565567	-6.2881613
poptr_mappings/paired/SRR7169637/abundance	-4.7749686	-15.751341
poptr_mappings/paired/SRR7169937/abundance	-4.4072566	-14.858111
poptr_mappings/paired/SRR4237574/abundance	-3.120954	-14.778636
poptr_mappings/paired/SRR6053279/abundance	-6.640191	-3.7222924
poptr_mappings/paired/SRR7168969/abundance	-4.9488277	-17.806265
poptr_mappings/paired/SRR1799553/abundance	-3.28969	-13.134113
poptr_mappings/paired/ERR1864489/abundance	-3.5043356	-9.777294
poptr_mappings/paired/SRR7170175/abundance	-4.3542595	-16.431252
poptr_mappings/paired/SRR7170859/abundance	-11.740707	-3.978858
poptr_mappings/paired/SRR073193/abundance	-3.0595922	-10.535862
poptr_mappings/paired/SRR7169018/abundance	-3.7259529	-17.365347
poptr_mappings/paired/SRR7230783/abundance	-9.814557	-2.9924576
poptr_mappings/paired/SRR7169941/abundance	-5.7654705	-15.858181
poptr_mappings/paired/SRR7170468/abundance	-12.004434	-3.7069893
poptr_mappings/paired/SRR7170486/abundance	-9.995576	-3.7490563
poptr_mappings/paired/SRR7180083/abundance	-3.1517525	-3.425896
poptr_mappings/paired/SRR7170846/abundance	-11.235161	-3.8175726
poptr_mappings/paired/SRR7170677/abundance	-7.948817	-4.661675
poptr_mappings/paired/SRR7169810/abundance	-3.8180077	-14.864173
poptr_mappings/paired/SRR7166193/abundance	-3.6459382	-5.690329
poptr_mappings/paired/SRR7171860/abundance	-0.6717019	-5.8665733
poptr_mappings/paired/SRR7169073/abundance	-5.578969	-15.949273
poptr_mappings/paired/SRR7170697/abundance	-9.160837	-4.6323843
poptr_mappings/paired/SRR7169088/abundance	-4.8228106	-14.743225
poptr_mappings/paired/SRR5933790/abundance	-2.503463	-2.280294
poptr_mappings/paired/SRR7170446/abundance	-7.6877503	-4.0871353
poptr_mappings/paired/SRR3928175/abundance	-5.5054436	-2.055172
poptr_mappings/paired/SRR7171481/abundance	-1.5406297	-5.660861
poptr_mappings/paired/SRR073179/abundance	-4.3548956	-13.584318
poptr_mappings/paired/SRR7030813/abundance	-4.7513175	-1.7195655
poptr_mappings/paired/SRR7172126/abundance	-2.250397	-5.750226
poptr_mappings/paired/SRR7169969/abundance	-5.0125804	-15.640753
poptr_mappings/paired/SRR7172694/abundance	-2.2119057	-4.01044
poptr_mappings/paired/SRR7171862/abundance	-3.0758665	-2.9326055
poptr_mappings/paired/SRR7170879/abundance	-8.940647	-4.6571827
poptr_mappings/paired/SRR8424226/abundance	-7.5600114	-1.9096493
poptr_mappings/paired/SRR7170500/abundance	-7.8720903	-4.521352
poptr_mappings/paired/SRR7172084/abundance	-3.2004673	-5.658497
poptr_mappings/paired/SRR7172674/abundance	-3.7175872	-2.7859
poptr_mappings/paired/SRR7169603/abundance	-3.993815	-15.329956
poptr_mappings/paired/SRR4237664/abundance	-3.31177	-12.858151
poptr_mappings/paired/SRR7171927/abundance	-4.5407686	-3.0520487
poptr_mappings/paired/SRR5933781/abundance	-2.194495	-2.2802365
poptr_mappings/paired/SRR7170478/abundance	-8.996723	-4.7648354
poptr_mappings/paired/SRR7171068/abundance	-12.172804	-3.7858768
poptr_mappings/paired/SRR3723579/abundance	-3.586579	-12.768644
poptr_mappings/paired/SRR7169752/abundance	-4.4438443	-14.2898
poptr_mappings/paired/SRR7169624/abundance	-3.5981781	-15.264822
poptr_mappings/paired/SRR4237595/abundance	-2.8149166	-13.920353
poptr_mappings/paired/SRR7166186/abundance	-0.22092514	-5.710668
poptr_mappings/paired/SRR7230782/abundance	-9.176013	-3.9230812
poptr_mappings/paired/ERR1864424/abundance	-5.8758025	-3.9444475
poptr_mappings/paired/SRR7030817/abundance	-6.2088604	-1.7195009
poptr_mappings/paired/SRR7169965/abundance	-3.3756454	-17.366669
poptr_mappings/paired/SRR7169572/abundance	-4.1944165	-15.038652
poptr_mappings/paired/SRR7495387/abundance	-6.356435	-3.233971
poptr_mappings/paired/SRR073198/abundance	-3.1871657	-9.8286295
poptr_mappings/paired/SRR7170690/abundance	-11.365325	-3.6284115
poptr_mappings/paired/SRR7170458/abundance	-10.0315075	-4.5453377
poptr_mappings/paired/SRR7172510/abundance	-7.2162976	-3.3817282
poptr_mappings/paired/SRR7030810/abundance	-5.2256236	-2.0146375
poptr_mappings/paired/SRR7170161/abundance	-3.0515995	-17.113329
poptr_mappings/paired/SRR7169012/abundance	-5.967853	-15.904957
poptr_mappings/paired/SRR7168899/abundance	-7.707025	-2.5124679
poptr_mappings/paired/SRR073207/abundance	-3.5008638	-10.629432
poptr_mappings/paired/SRR7230780/abundance	-8.152306	-4.7914505
poptr_mappings/paired/SRR7172152/abundance	-1.5684792	-6.7448483
poptr_mappings/paired/ERR1864460/abundance	-2.1423957	-2.616915
poptr_mappings/paired/SRR7170177/abundance	-5.258422	-17.50156
poptr_mappings/paired/SRR7169567/abundance	-3.236331	-16.316362
poptr_mappings/paired/SRR7169555/abundance	-4.648417	-15.803757
poptr_mappings/paired/SRR7171076/abundance	-10.076014	-3.9822161
poptr_mappings/paired/SRR7170186/abundance	-5.356154	-17.297857
poptr_mappings/paired/SRR7168975/abundance	-4.8580174	-17.002693
poptr_mappings/paired/SRR7171874/abundance	-4.0487876	-3.8025832
poptr_mappings/paired/SRR7172700/abundance	-4.2132626	-3.8300657
poptr_mappings/paired/SRR7170627/abundance	-11.262394	-3.9359841
poptr_mappings/paired/SRR7169851/abundance	-3.1300945	-16.67225
poptr_mappings/paired/SRR7180129/abundance	-2.1430585	-5.5098724
poptr_mappings/paired/SRR7169596/abundance	-5.592099	-16.14421
poptr_mappings/paired/SRR7230791/abundance	-7.3618283	-4.1903124
poptr_mappings/paired/SRR7170137/abundance	-3.2589636	-18.003586
poptr_mappings/paired/SRR7170203/abundance	-3.7228088	-16.722998
poptr_mappings/paired/SRR7169855/abundance	-3.8580785	-18.064192
poptr_mappings/paired/ERR1864483/abundance	-3.1907725	-9.246934
poptr_mappings/paired/SRR7169086/abundance	-4.858384	-15.421068
poptr_mappings/paired/SRR7172661/abundance	-3.4295695	-4.578341
poptr_mappings/paired/SRR7166163/abundance	-3.77493	-3.8925881
poptr_mappings/paired/SRR7170163/abundance	-5.5088043	-18.337753
poptr_mappings/paired/SRR7180108/abundance	-2.5870543	-5.616068
poptr_mappings/paired/SRR7230790/abundance	-8.596816	-4.6971827
poptr_mappings/paired/SRR073168/abundance	-3.2016718	-10.889957
poptr_mappings/paired/SRR7169586/abundance	-4.593061	-17.974997
poptr_mappings/paired/SRR7170156/abundance	-3.6583624	-18.27002
poptr_mappings/paired/SRR6031385/abundance	-4.5482316	-3.6071653
poptr_mappings/paired/SRR7170617/abundance	-11.02292	-3.9730544
poptr_mappings/paired/SRR7172708/abundance	-3.1478763	-2.6373875
poptr_mappings/paired/SRR7172466/abundance	-10.247198	-3.956654
poptr_mappings/paired/SRR7172478/abundance	-10.029939	-2.7311766
poptr_mappings/paired/SRR7169988/abundance	-4.7210407	-15.706776
poptr_mappings/paired/SRR7168946/abundance	-4.4802957	-17.5927
poptr_mappings/paired/SRR7169095/abundance	-6.28688	-17.001553
poptr_mappings/paired/SRR7168958/abundance	-5.094483	-16.19438
poptr_mappings/paired/SRR073173/abundance	-4.4024396	-13.256281
poptr_mappings/paired/SRR7169758/abundance	-4.205215	-14.58149
poptr_mappings/paired/SRR7495384/abundance	-5.943288	-3.0638802
poptr_mappings/paired/SRR7171449/abundance	-3.0438807	-6.204778
poptr_mappings/paired/SRR7168953/abundance	-4.0922356	-17.614244
poptr_mappings/paired/SRR073159/abundance	-4.2163987	-13.971745
poptr_mappings/paired/SRR7169787/abundance	-4.6998873	-17.63353
poptr_mappings/paired/SRR7168826/abundance	-6.197902	-2.1964495
poptr_mappings/paired/SRR7169051/abundance	-6.260113	-17.503078
poptr_mappings/paired/SRR7170838/abundance	-8.854801	-4.9834485
poptr_mappings/paired/SRR7168943/abundance	-4.899498	-16.833845
poptr_mappings/paired/ERR1864473/abundance	-3.1480062	-8.524793
poptr_mappings/paired/SRR7180145/abundance	-2.155846	-6.133966
poptr_mappings/paired/SRR7169092/abundance	-6.178118	-15.909884
poptr_mappings/paired/SRR4237645/abundance	-4.40006	-16.470789
poptr_mappings/paired/SRR7169954/abundance	-4.2052655	-14.826005
poptr_mappings/paired/SRR7169638/abundance	-4.530176	-18.13178
poptr_mappings/paired/SRR5986250/abundance	-6.100601	-4.0938153
poptr_mappings/paired/SRR7171463/abundance	-1.6772847	-6.1806035
poptr_mappings/paired/SRR7169005/abundance	-5.762221	-16.06905
poptr_mappings/paired/SRR7170613/abundance	-7.835594	-4.1358604
poptr_mappings/paired/SRR7170447/abundance	-8.565967	-2.1022
poptr_mappings/paired/SRR7170141/abundance	-4.859169	-18.730122
poptr_mappings/paired/SRR7170134/abundance	-3.5293477	-17.849232
poptr_mappings/paired/SRR7172471/abundance	-9.657122	-3.2701464
poptr_mappings/paired/SRR7169104/abundance	-4.0808067	-13.821813
poptr_mappings/paired/SRR6031390/abundance	-3.5858395	-2.5307062
poptr_mappings/paired/SRR7172085/abundance	-4.4917197	-2.9599898
poptr_mappings/paired/SRR7169612/abundance	-4.50812	-15.702844
poptr_mappings/paired/SRR7170169/abundance	-4.224305	-18.164736
poptr_mappings/paired/ERR1864438/abundance	-2.0338442	-3.3638203
poptr_mappings/paired/SRR7170878/abundance	-8.292262	-1.7458445
poptr_mappings/paired/SRR7169970/abundance	-4.693065	-14.366283
poptr_mappings/paired/SRR7172143/abundance	-1.0008922	-5.03484
poptr_mappings/paired/SRR7169118/abundance	-4.466958	-13.89676
poptr_mappings/paired/SRR7180077/abundance	-1.0886453	-4.8944535
poptr_mappings/paired/SRR4237631/abundance	-4.09685	-13.857641
poptr_mappings/paired/SRR7169864/abundance	-5.99678	-14.837446
poptr_mappings/paired/SRR7230806/abundance	-8.054693	-4.566553
poptr_mappings/paired/SRR7180136/abundance	-1.4068576	-6.265149
poptr_mappings/paired/SRR7169781/abundance	-4.392911	-14.508742
poptr_mappings/paired/SRR7169559/abundance	-4.6046686	-14.376236
poptr_mappings/paired/SRR4237635/abundance	-3.2316	-13.993018
poptr_mappings/paired/SRR7169614/abundance	-5.727703	-16.753536
poptr_mappings/paired/SRR7170844/abundance	-10.430494	-3.4118586
poptr_mappings/paired/SRR7170140/abundance	-6.368186	-16.663563
poptr_mappings/paired/SRR7169599/abundance	-3.2403553	-17.21789
poptr_mappings/paired/SRR6232733/abundance	-4.0730343	-2.0563037
poptr_mappings/paired/SRR7171457/abundance	-3.787354	-2.5063248
poptr_mappings/paired/SRR7169610/abundance	-6.3887725	-15.759143
poptr_mappings/paired/SRR7170685/abundance	-12.228326	-3.9141197
poptr_mappings/paired/SRR7169615/abundance	-5.355406	-15.542768
poptr_mappings/paired/SRR7169126/abundance	-3.9058964	-14.876133
poptr_mappings/paired/SRR7169957/abundance	-4.0105915	-15.356047
poptr_mappings/paired/SRR7170843/abundance	-10.944935	-4.4467864
poptr_mappings/paired/SRR7169563/abundance	-4.733386	-18.276098
poptr_mappings/paired/SRR7170616/abundance	-8.566961	-4.757346
poptr_mappings/paired/SRR7172680/abundance	-3.1285431	-4.451765
poptr_mappings/paired/SRR7171086/abundance	-12.307849	-3.6044493
poptr_mappings/paired/SRR7172683/abundance	-1.5232906	-6.3148303
poptr_mappings/paired/SRR7230798/abundance	-9.11873	-3.422837
poptr_mappings/paired/SRR7172702/abundance	-3.1002722	-3.7181365
poptr_mappings/paired/SRR7170123/abundance	-4.013793	-17.983173
poptr_mappings/paired/SRR7168894/abundance	-8.827836	-1.8921525
poptr_mappings/paired/SRR7169568/abundance	-3.4663937	-15.599515
poptr_mappings/paired/SRR7171450/abundance	-2.2195866	-3.431509
poptr_mappings/paired/SRR7230794/abundance	-8.864765	-3.1182518
poptr_mappings/paired/SRR8424229/abundance	-6.7928333	-1.9270778
poptr_mappings/paired/SRR1799534/abundance	-3.6543274	-11.679798
poptr_mappings/paired/SRR7170008/abundance	-4.064391	-13.909634
poptr_mappings/paired/SRR7170153/abundance	-5.382582	-16.07791
poptr_mappings/paired/SRR7170014/abundance	-3.5934124	-15.659693
poptr_mappings/paired/SRR7170851/abundance	-9.16131	-3.3726053
poptr_mappings/paired/SRR7495385/abundance	-6.2516646	-3.3086357
poptr_mappings/paired/ERR1864450/abundance	-2.9366164	-3.2689776
poptr_mappings/paired/SRR7171896/abundance	-2.7472212	-4.482258
poptr_mappings/paired/SRR4237602/abundance	-2.9339902	-14.991178
poptr_mappings/paired/SRR7169775/abundance	-5.4156957	-14.615173
poptr_mappings/paired/SRR7171423/abundance	-4.433064	-2.5840535
poptr_mappings/paired/SRR7170858/abundance	-8.51361	-3.2985907
poptr_mappings/paired/SRR7171903/abundance	-3.3916695	-2.6807659
poptr_mappings/paired/SRR7171465/abundance	-3.287361	-5.9058437
poptr_mappings/paired/SRR7166173/abundance	-2.276768	-5.075305
poptr_mappings/paired/SRR7168974/abundance	-4.807454	-16.713652
poptr_mappings/paired/SRR7169107/abundance	-4.3019977	-15.305451
poptr_mappings/paired/SRR7230820/abundance	-8.561217	-2.0609138
poptr_mappings/paired/SRR1799547/abundance	-3.812087	-11.739946
poptr_mappings/paired/SRR7166136/abundance	-1.0878452	-6.0258923
poptr_mappings/paired/SRR7169553/abundance	-4.570485	-15.878723
poptr_mappings/paired/ERR1864472/abundance	-2.9049208	-8.285864
poptr_mappings/paired/SRR7172497/abundance	-9.881246	-2.9364378
poptr_mappings/paired/SRR7180146/abundance	-2.6606386	-3.258802
poptr_mappings/paired/SRR1799546/abundance	-3.7139332	-11.59756
poptr_mappings/paired/SRR7168964/abundance	-2.9289496	-17.108232
poptr_mappings/paired/SRR7170482/abundance	-9.669077	-4.788361
poptr_mappings/paired/SRR4237632/abundance	-2.8657622	-14.276913
poptr_mappings/paired/SRR7169835/abundance	-6.541734	-15.531982
poptr_mappings/paired/SRR7169820/abundance	-4.9940276	-17.272104
poptr_mappings/paired/SRR7168875/abundance	-9.104172	-3.735442
poptr_mappings/paired/SRR7168971/abundance	-4.7858024	-18.390068
poptr_mappings/paired/SRR4237605/abundance	-2.7615678	-14.767915
poptr_mappings/paired/SRR073178/abundance	-4.6109924	-13.946823
poptr_mappings/paired/SRR4237610/abundance	-2.8928773	-13.303814
